date,consumption
1593579600000,45
1593583200000,54
1593586800000,89
1593590400000,71
1593594000000,98
1593597600000,59
1593601200000,59
1593604800000,37
1593608400000,85
1593612000000,22
1593615600000,84
1593619200000,13
1593622800000,31
1593626400000,97
1593630000000,1
1593633600000,33
1593637200000,78
1593640800000,83
1593644400000,81
1593648000000,62
1593651600000,37
1593655200000,76
1593658800000,64
1593662400000,15
1593666000000,36
1593669600000,59
1593673200000,26
1593676800000,10
1593680400000,10
1593684000000,75
1593687600000,79
1593691200000,49
1593694800000,81
1593698400000,46
1593702000000,62
1593705600000,84
1593709200000,85
1593712800000,5
1593716400000,10
1593720000000,34
1593723600000,75
1593727200000,15
1593730800000,38
1593734400000,36
1593738000000,39
1593741600000,43
1593745200000,23
1593748800000,84
1593752400000,80
1593756000000,4
1593759600000,33
1593763200000,40
1593766800000,34
1593770400000,16
1593774000000,97
1593777600000,38
1593781200000,30
1593784800000,42
1593788400000,17
1593792000000,69
1593795600000,99
1593799200000,44
1593802800000,90
1593806400000,80
1593810000000,44
1593813600000,38
1593817200000,24
1593820800000,100
1593824400000,74
1593828000000,18
1593831600000,64
1593835200000,69
1593838800000,81
1593842400000,80
1593846000000,26
1593849600000,14
1593853200000,42
1593856800000,80
1593860400000,97
1593864000000,22
1593867600000,4
1593871200000,81
1593874800000,80
1593878400000,2
1593882000000,15
1593885600000,53
1593889200000,88
1593892800000,21
1593896400000,62
1593900000000,49
1593903600000,59
1593907200000,74
1593910800000,12
1593914400000,49
1593918000000,69
1593921600000,56
1593925200000,98
1593928800000,61
1593932400000,15
1593936000000,46
1593939600000,52
1593943200000,53
1593946800000,56
1593950400000,80
1593954000000,22
1593957600000,57
1593961200000,58
1593964800000,85
1593968400000,56
1593972000000,40
1593975600000,38
1593979200000,51
1593982800000,90
1593986400000,50
1593990000000,47
1593993600000,60
1593997200000,88
1594000800000,81
1594004400000,37
1594008000000,62
1594011600000,22
1594015200000,51
1594018800000,70
1594022400000,77
1594026000000,79
1594029600000,47
1594033200000,59
