date,consumption
1593579600000,84
1593583200000,67
1593586800000,5
1593590400000,69
1593594000000,62
1593597600000,7
1593601200000,1
1593604800000,97
1593608400000,79
1593612000000,35
1593615600000,29
1593619200000,24
1593622800000,53
1593626400000,62
1593630000000,75
1593633600000,4
1593637200000,96
1593640800000,34
1593644400000,29
1593648000000,85
1593651600000,89
1593655200000,72
1593658800000,77
1593662400000,41
1593666000000,28
1593669600000,99
1593673200000,87
1593676800000,3
1593680400000,64
1593684000000,5
1593687600000,85
1593691200000,86
1593694800000,55
1593698400000,81
1593702000000,10
1593705600000,80
1593709200000,18
1593712800000,2
1593716400000,84
1593720000000,96
1593723600000,90
1593727200000,99
1593730800000,19
1593734400000,32
1593738000000,6
1593741600000,83
1593745200000,61
1593748800000,51
1593752400000,9
1593756000000,86
1593759600000,15
1593763200000,79
1593766800000,16
1593770400000,33
1593774000000,51
1593777600000,91
1593781200000,92
1593784800000,40
1593788400000,49
1593792000000,40
1593795600000,7
1593799200000,93
1593802800000,47
1593806400000,19
1593810000000,1
1593813600000,70
1593817200000,100
1593820800000,76
1593824400000,98
1593828000000,8
1593831600000,46
1593835200000,1
1593838800000,16
1593842400000,100
1593846000000,57
1593849600000,63
1593853200000,74
1593856800000,28
1593860400000,36
1593864000000,63
1593867600000,26
1593871200000,91
1593874800000,50
1593878400000,11
1593882000000,8
1593885600000,10
1593889200000,40
1593892800000,6
1593896400000,8
1593900000000,7
1593903600000,34
1593907200000,99
1593910800000,77
1593914400000,33
1593918000000,100
1593921600000,46
1593925200000,34
1593928800000,65
1593932400000,3
1593936000000,92
1593939600000,12
1593943200000,38
1593946800000,1
1593950400000,29
1593954000000,11
1593957600000,84
1593961200000,29
1593964800000,98
1593968400000,98
1593972000000,23
1593975600000,10
1593979200000,42
1593982800000,48
1593986400000,84
1593990000000,14
1593993600000,20
1593997200000,34
1594000800000,68
1594004400000,30
1594008000000,98
1594011600000,11
1594015200000,22
1594018800000,50
1594022400000,91
1594026000000,65
1594029600000,2
1594033200000,55
1594036800000,71
1594040400000,45
1594044000000,25
1594047600000,13
1594051200000,26
1594054800000,34
1594058400000,45
1594062000000,96
1594065600000,84
1594069200000,59
1594072800000,7
1594076400000,13
1594080000000,2
1594083600000,86
1594087200000,62
1594090800000,50
1594094400000,48
1594098000000,38
1594101600000,61
1594105200000,14
1594108800000,2
1594112400000,24
1594116000000,5
1594119600000,97
1594123200000,50
1594126800000,58
1594130400000,57
1594134000000,84
1594137600000,57
1594141200000,6
1594144800000,29
1594148400000,8
1594152000000,60
1594155600000,82
1594159200000,18
1594162800000,25
1594166400000,24
1594170000000,88
1594173600000,74
1594177200000,61
1594180800000,37
1594184400000,60
1594188000000,38
1594191600000,41
1594195200000,79
1594198800000,59
1594202400000,22
1594206000000,95
1594209600000,5
1594213200000,57
1594216800000,9
1594220400000,50
1594224000000,28
1594227600000,68
1594231200000,79
1594234800000,97
1594238400000,40
