date,consumption
1596258000000,60
1596261600000,29
1596265200000,99
1596268800000,73
1596272400000,48
1596276000000,57
1596279600000,94
1596283200000,16
1596286800000,34
1596290400000,75
1596294000000,61
1596297600000,82
1596301200000,10
1596304800000,55
1596308400000,15
1596312000000,68
1596315600000,20
1596319200000,91
1596322800000,4
1596326400000,40
1596330000000,83
1596333600000,85
1596337200000,59
1596340800000,93
1596344400000,54
1596348000000,43
1596351600000,72
1596355200000,95
1596358800000,35
1596362400000,63
1596366000000,50
1596369600000,64
1596373200000,57
1596376800000,75
1596380400000,46
1596384000000,46
1596387600000,4
1596391200000,56
1596394800000,51
1596398400000,42
1596402000000,74
1596405600000,8
1596409200000,51
1596412800000,22
1596416400000,9
1596420000000,89
1596423600000,97
1596427200000,60
1596430800000,45
1596434400000,63
1596438000000,3
1596441600000,42
1596445200000,96
1596448800000,12
1596452400000,66
1596456000000,2
1596459600000,51
1596463200000,45
1596466800000,66
1596470400000,99
1596474000000,59
1596477600000,95
1596481200000,54
1596484800000,44
1596488400000,38
1596492000000,88
1596495600000,99
1596499200000,42
1596502800000,86
1596506400000,86
1596510000000,63
1596513600000,3
1596517200000,97
1596520800000,73
1596524400000,4
1596528000000,85
1596531600000,91
1596535200000,12
1596538800000,20
1596542400000,91
1596546000000,39
1596549600000,9
1596553200000,52
1596556800000,15
1596560400000,22
1596564000000,53
1596567600000,97
1596571200000,25
1596574800000,10
1596578400000,44
1596582000000,97
1596585600000,30
1596589200000,17
1596592800000,42
1596596400000,78
1596600000000,70
1596603600000,6
1596607200000,68
1596610800000,37
1596614400000,51
1596618000000,65
1596621600000,79
1596625200000,96
1596628800000,88
1596632400000,50
1596636000000,25
1596639600000,19
1596643200000,37
1596646800000,88
1596650400000,85
1596654000000,37
1596657600000,27
1596661200000,68
1596664800000,15
1596668400000,100
1596672000000,79
1596675600000,8
1596679200000,6
1596682800000,28
1596686400000,39
1596690000000,12
1596693600000,99
1596697200000,78
1596700800000,39
1596704400000,28
1596708000000,63
1596711600000,10
1596715200000,17
1596718800000,8
1596722400000,60
1596726000000,17
1596729600000,41
1596733200000,56
1596736800000,1
1596740400000,82
1596744000000,93
1596747600000,2
1596751200000,90
1596754800000,32
1596758400000,76
1596762000000,95
1596765600000,91
1596769200000,41
1596772800000,2
1596776400000,13
1596780000000,57
1596783600000,33
1596787200000,98
1596790800000,48
1596794400000,39
1596798000000,58
1596801600000,33
1596805200000,50
1596808800000,2
1596812400000,3
1596816000000,97
1596819600000,54
1596823200000,80
1596826800000,54
1596830400000,49
1596834000000,41
1596837600000,16
1596841200000,24
1596844800000,54
1596848400000,78
1596852000000,76
1596855600000,13
1596859200000,22
1596862800000,85
1596866400000,63
1596870000000,26
1596873600000,14
1596877200000,99
1596880800000,18
1596884400000,77
1596888000000,95
1596891600000,20
1596895200000,44
1596898800000,17
1596902400000,76
1596906000000,5
1596909600000,8
1596913200000,15
1596916800000,93
1596920400000,81
1596924000000,50
1596927600000,50
1596931200000,6
1596934800000,50
1596938400000,37
1596942000000,74
1596945600000,38
1596949200000,43
1596952800000,1
1596956400000,18
1596960000000,82
1596963600000,12
1596967200000,89
1596970800000,45
1596974400000,80
1596978000000,18
1596981600000,83
1596985200000,41
1596988800000,10
1596992400000,66
1596996000000,81
1596999600000,3
1597003200000,67
1597006800000,24
1597010400000,24
1597014000000,24
1597017600000,43
1597021200000,88
1597024800000,64
1597028400000,58
1597032000000,67
1597035600000,61
1597039200000,90
1597042800000,73
1597046400000,94
1597050000000,55
1597053600000,83
1597057200000,36
1597060800000,26
1597064400000,62
1597068000000,17
1597071600000,23
1597075200000,62
1597078800000,60
1597082400000,86
1597086000000,18
1597089600000,1
1597093200000,16
1597096800000,81
1597100400000,9
1597104000000,55
1597107600000,45
1597111200000,99
1597114800000,70
1597118400000,1
1597122000000,26
1597125600000,26
1597129200000,25
1597132800000,46
1597136400000,7
1597140000000,6
1597143600000,44
1597147200000,36
1597150800000,59
1597154400000,23
1597158000000,36
1597161600000,21
1597165200000,74
1597168800000,35
1597172400000,18
1597176000000,23
1597179600000,30
1597183200000,86
1597186800000,88
1597190400000,68
1597194000000,89
1597197600000,53
1597201200000,95
1597204800000,34
1597208400000,1
1597212000000,41
1597215600000,16
1597219200000,43
1597222800000,49
1597226400000,25
1597230000000,33
1597233600000,83
1597237200000,21
1597240800000,26
1597244400000,57
1597248000000,96
1597251600000,79
1597255200000,44
1597258800000,51
1597262400000,29
1597266000000,19
1597269600000,29
1597273200000,81
1597276800000,42
1597280400000,22
1597284000000,57
1597287600000,1
1597291200000,78
1597294800000,69
1597298400000,73
1597302000000,2
1597305600000,51
1597309200000,56
1597312800000,34
1597316400000,51
1597320000000,71
1597323600000,32
1597327200000,83
1597330800000,29
1597334400000,44
1597338000000,53
1597341600000,7
1597345200000,74
1597348800000,87
1597352400000,34
1597356000000,33
1597359600000,96
1597363200000,91
1597366800000,32
1597370400000,21
1597374000000,60
1597377600000,2
1597381200000,36
1597384800000,91
1597388400000,42
1597392000000,54
1597395600000,53
1597399200000,59
1597402800000,5
1597406400000,75
1597410000000,76
1597413600000,42
1597417200000,91
1597420800000,70
1597424400000,63
1597428000000,6
1597431600000,24
1597435200000,36
1597438800000,29
1597442400000,20
1597446000000,23
1597449600000,12
1597453200000,16
1597456800000,18
1597460400000,43
1597464000000,21
1597467600000,82
1597471200000,75
1597474800000,52
1597478400000,91
1597482000000,79
1597485600000,61
1597489200000,43
1597492800000,58
1597496400000,15
1597500000000,69
1597503600000,99
1597507200000,61
1597510800000,41
1597514400000,74
1597518000000,17
1597521600000,91
1597525200000,67
1597528800000,51
1597532400000,100
1597536000000,89
1597539600000,68
1597543200000,61
1597546800000,15
1597550400000,65
1597554000000,19
1597557600000,96
1597561200000,99
1597564800000,68
1597568400000,36
1597572000000,58
1597575600000,82
1597579200000,28
1597582800000,42
1597586400000,93
1597590000000,71
1597593600000,42
1597597200000,84
1597600800000,17
1597604400000,96
1597608000000,70
1597611600000,54
1597615200000,26
1597618800000,98
1597622400000,22
1597626000000,68
1597629600000,88
1597633200000,80
1597636800000,51
1597640400000,73
1597644000000,48
1597647600000,72
1597651200000,15
1597654800000,77
1597658400000,22
1597662000000,37
1597665600000,16
1597669200000,81
1597672800000,47
1597676400000,24
1597680000000,89
1597683600000,14
1597687200000,100
1597690800000,36
1597694400000,81
1597698000000,48
1597701600000,60
1597705200000,57
1597708800000,93
1597712400000,81
1597716000000,36
1597719600000,82
1597723200000,86
1597726800000,42
1597730400000,58
1597734000000,4
1597737600000,12
1597741200000,43
1597744800000,57
1597748400000,32
1597752000000,28
1597755600000,37
1597759200000,58
1597762800000,46
1597766400000,28
1597770000000,57
1597773600000,82
1597777200000,9
1597780800000,98
1597784400000,69
1597788000000,67
1597791600000,65
1597795200000,24
1597798800000,11
1597802400000,58
1597806000000,26
1597809600000,70
1597813200000,94
1597816800000,2
1597820400000,25
1597824000000,50
1597827600000,84
1597831200000,34
1597834800000,94
1597838400000,21
1597842000000,96
1597845600000,93
1597849200000,65
1597852800000,94
1597856400000,8
1597860000000,33
1597863600000,71
1597867200000,30
1597870800000,58
1597874400000,8
1597878000000,8
1597881600000,10
1597885200000,87
1597888800000,52
1597892400000,64
1597896000000,49
1597899600000,52
1597903200000,79
1597906800000,44
1597910400000,56
1597914000000,43
1597917600000,50
1597921200000,20
1597924800000,51
1597928400000,93
1597932000000,85
1597935600000,41
1597939200000,39
1597942800000,53
1597946400000,11
1597950000000,16
1597953600000,100
1597957200000,33
1597960800000,79
1597964400000,7
1597968000000,40
1597971600000,6
1597975200000,2
1597978800000,9
1597982400000,8
1597986000000,25
1597989600000,18
1597993200000,24
1597996800000,27
1598000400000,26
1598004000000,25
1598007600000,44
1598011200000,30
1598014800000,66
1598018400000,70
1598022000000,40
1598025600000,20
1598029200000,17
1598032800000,32
1598036400000,5
1598040000000,13
1598043600000,52
1598047200000,48
1598050800000,55
1598054400000,26
1598058000000,11
1598061600000,86
1598065200000,26
1598068800000,31
1598072400000,4
1598076000000,55
1598079600000,35
1598083200000,4
1598086800000,99
1598090400000,55
1598094000000,37
1598097600000,55
1598101200000,88
1598104800000,27
1598108400000,9
1598112000000,98
1598115600000,5
1598119200000,75
1598122800000,1
1598126400000,68
1598130000000,55
1598133600000,38
1598137200000,72
1598140800000,60
1598144400000,10
1598148000000,52
1598151600000,10
1598155200000,19
1598158800000,35
1598162400000,71
1598166000000,38
1598169600000,63
1598173200000,53
1598176800000,11
1598180400000,43
1598184000000,29
1598187600000,75
1598191200000,91
1598194800000,4
1598198400000,8
1598202000000,14
1598205600000,12
1598209200000,16
1598212800000,87
1598216400000,70
1598220000000,30
1598223600000,82
1598227200000,13
1598230800000,70
1598234400000,34
1598238000000,69
1598241600000,74
1598245200000,86
1598248800000,60
1598252400000,56
1598256000000,73
1598259600000,4
1598263200000,96
1598266800000,32
1598270400000,89
1598274000000,93
1598277600000,34
1598281200000,83
1598284800000,54
1598288400000,57
1598292000000,83
1598295600000,30
1598299200000,88
1598302800000,32
1598306400000,31
1598310000000,22
1598313600000,48
1598317200000,14
1598320800000,74
1598324400000,22
1598328000000,97
1598331600000,78
1598335200000,85
1598338800000,54
1598342400000,51
1598346000000,46
1598349600000,76
1598353200000,39
1598356800000,14
1598360400000,43
1598364000000,61
1598367600000,35
1598371200000,11
1598374800000,26
1598378400000,8
1598382000000,63
1598385600000,66
1598389200000,77
1598392800000,7
1598396400000,77
1598400000000,36
1598403600000,53
1598407200000,72
1598410800000,18
1598414400000,82
1598418000000,65
1598421600000,75
1598425200000,33
1598428800000,15
1598432400000,43
1598436000000,17
1598439600000,42
1598443200000,21
1598446800000,79
1598450400000,96
1598454000000,10
1598457600000,85
1598461200000,59
1598464800000,46
1598468400000,38
1598472000000,61
1598475600000,38
1598479200000,10
1598482800000,22
1598486400000,2
1598490000000,91
1598493600000,8
1598497200000,5
1598500800000,99
1598504400000,75
1598508000000,76
1598511600000,98
1598515200000,48
1598518800000,55
1598522400000,23
1598526000000,32
1598529600000,71
1598533200000,65
1598536800000,4
1598540400000,57
1598544000000,85
1598547600000,61
1598551200000,99
1598554800000,80
1598558400000,7
1598562000000,5
1598565600000,63
1598569200000,99
1598572800000,8
1598576400000,18
1598580000000,86
1598583600000,35
1598587200000,53
1598590800000,17
1598594400000,57
1598598000000,81
1598601600000,60
1598605200000,12
1598608800000,81
1598612400000,66
1598616000000,94
1598619600000,4
1598623200000,44
1598626800000,71
1598630400000,65
1598634000000,51
1598637600000,43
1598641200000,13
1598644800000,9
1598648400000,3
1598652000000,4
1598655600000,81
1598659200000,71
1598662800000,39
1598666400000,73
1598670000000,69
1598673600000,1
1598677200000,38
1598680800000,45
1598684400000,6
1598688000000,10
1598691600000,16
1598695200000,74
1598698800000,42
1598702400000,20
1598706000000,24
1598709600000,26
1598713200000,70
1598716800000,47
1598720400000,96
1598724000000,51
1598727600000,61
1598731200000,3
1598734800000,83
1598738400000,9
1598742000000,77
1598745600000,66
1598749200000,59
1598752800000,82
1598756400000,74
1598760000000,48
1598763600000,14
1598767200000,74
1598770800000,3
1598774400000,2
1598778000000,72
1598781600000,9
1598785200000,97
1598788800000,55
1598792400000,31
1598796000000,93
1598799600000,9
1598803200000,23
1598806800000,75
1598810400000,69
1598814000000,86
1598817600000,1
1598821200000,38
1598824800000,97
1598828400000,56
1598832000000,87
1598835600000,86
1598839200000,94
1598842800000,53
1598846400000,12
1598850000000,77
1598853600000,26
1598857200000,75
1598860800000,97
1598864400000,69
1598868000000,37
1598871600000,60
1598875200000,10
1598878800000,10
1598882400000,92
1598886000000,76
1598889600000,50
1598893200000,19
1598896800000,49
1598900400000,38
1598904000000,7
1598907600000,86
1598911200000,21
1598914800000,56
1598918400000,9
1598922000000,45
1598925600000,92
1598929200000,72
1598932800000,4
