date,consumption
1604210400000,89
1604214000000,35
1604217600000,70
1604221200000,33
1604224800000,20
1604228400000,38
1604232000000,1
1604235600000,48
1604239200000,35
1604242800000,13
1604246400000,1
1604250000000,86
1604253600000,18
1604257200000,61
1604260800000,95
1604264400000,46
1604268000000,31
1604271600000,71
1604275200000,99
1604278800000,15
1604282400000,1
1604286000000,1
1604289600000,24
1604293200000,5
1604296800000,65
1604300400000,21
1604304000000,68
1604307600000,21
1604311200000,96
1604314800000,99
1604318400000,83
1604322000000,80
1604325600000,65
1604329200000,52
1604332800000,90
1604336400000,12
1604340000000,82
1604343600000,13
1604347200000,82
1604350800000,98
1604354400000,2
1604358000000,19
1604361600000,7
1604365200000,67
1604368800000,69
1604372400000,18
1604376000000,78
1604379600000,11
1604383200000,4
1604386800000,42
1604390400000,69
1604394000000,84
1604397600000,62
1604401200000,30
1604404800000,75
1604408400000,92
1604412000000,22
1604415600000,46
1604419200000,2
1604422800000,28
1604426400000,97
1604430000000,63
1604433600000,57
1604437200000,62
1604440800000,52
1604444400000,69
1604448000000,7
1604451600000,36
1604455200000,11
1604458800000,94
1604462400000,96
1604466000000,25
1604469600000,18
1604473200000,46
1604476800000,16
1604480400000,74
1604484000000,46
1604487600000,73
1604491200000,46
1604494800000,20
1604498400000,87
1604502000000,18
1604505600000,96
1604509200000,96
1604512800000,4
1604516400000,47
1604520000000,53
1604523600000,2
1604527200000,11
1604530800000,18
1604534400000,66
1604538000000,3
1604541600000,57
1604545200000,91
1604548800000,60
1604552400000,100
1604556000000,9
1604559600000,54
1604563200000,8
1604566800000,2
1604570400000,56
1604574000000,57
1604577600000,24
1604581200000,99
1604584800000,45
1604588400000,64
1604592000000,23
1604595600000,50
1604599200000,66
1604602800000,59
1604606400000,86
1604610000000,89
1604613600000,13
1604617200000,5
1604620800000,66
1604624400000,6
1604628000000,67
1604631600000,9
1604635200000,43
1604638800000,58
1604642400000,65
1604646000000,86
1604649600000,99
1604653200000,93
1604656800000,61
1604660400000,20
1604664000000,76
1604667600000,37
1604671200000,56
1604674800000,83
1604678400000,19
1604682000000,22
1604685600000,92
1604689200000,10
1604692800000,57
1604696400000,2
1604700000000,62
1604703600000,32
1604707200000,64
1604710800000,69
1604714400000,63
1604718000000,5
1604721600000,46
1604725200000,56
1604728800000,15
1604732400000,24
1604736000000,11
1604739600000,6
1604743200000,57
1604746800000,36
1604750400000,18
1604754000000,58
1604757600000,23
1604761200000,100
1604764800000,71
1604768400000,31
1604772000000,90
1604775600000,34
1604779200000,6
1604782800000,84
1604786400000,26
1604790000000,88
1604793600000,41
1604797200000,45
1604800800000,90
1604804400000,44
1604808000000,92
1604811600000,55
1604815200000,2
1604818800000,87
1604822400000,8
1604826000000,92
1604829600000,4
1604833200000,67
1604836800000,5
1604840400000,54
1604844000000,27
1604847600000,78
1604851200000,48
1604854800000,60
