date,consumption
1596258000000,72
1596261600000,16
1596265200000,68
1596268800000,64
1596272400000,9
1596276000000,73
1596279600000,67
1596283200000,65
1596286800000,89
1596290400000,59
1596294000000,62
1596297600000,54
1596301200000,96
1596304800000,92
1596308400000,98
1596312000000,66
1596315600000,76
1596319200000,97
1596322800000,5
1596326400000,12
1596330000000,72
1596333600000,21
1596337200000,26
1596340800000,99
1596344400000,11
1596348000000,68
1596351600000,35
1596355200000,93
1596358800000,15
1596362400000,7
1596366000000,64
1596369600000,70
1596373200000,31
1596376800000,86
1596380400000,84
1596384000000,85
1596387600000,22
1596391200000,40
1596394800000,6
1596398400000,83
1596402000000,21
1596405600000,11
1596409200000,77
1596412800000,32
1596416400000,5
1596420000000,76
1596423600000,56
1596427200000,73
1596430800000,17
1596434400000,95
1596438000000,59
1596441600000,20
1596445200000,14
1596448800000,22
1596452400000,40
1596456000000,72
1596459600000,63
1596463200000,43
1596466800000,97
1596470400000,17
1596474000000,31
1596477600000,5
1596481200000,6
1596484800000,17
1596488400000,5
1596492000000,29
1596495600000,89
1596499200000,55
1596502800000,20
1596506400000,68
1596510000000,9
1596513600000,47
1596517200000,70
1596520800000,95
1596524400000,33
1596528000000,46
1596531600000,41
1596535200000,53
1596538800000,92
1596542400000,87
1596546000000,59
1596549600000,36
1596553200000,98
1596556800000,21
1596560400000,40
1596564000000,87
1596567600000,96
1596571200000,51
1596574800000,51
1596578400000,30
1596582000000,84
1596585600000,16
1596589200000,18
1596592800000,60
1596596400000,96
1596600000000,66
1596603600000,80
1596607200000,1
1596610800000,11
1596614400000,8
1596618000000,20
1596621600000,84
1596625200000,64
1596628800000,71
1596632400000,38
1596636000000,15
1596639600000,82
1596643200000,84
1596646800000,49
1596650400000,48
1596654000000,88
1596657600000,32
1596661200000,26
1596664800000,98
1596668400000,8
1596672000000,51
1596675600000,29
1596679200000,45
1596682800000,16
1596686400000,88
1596690000000,3
1596693600000,62
1596697200000,95
1596700800000,37
1596704400000,93
1596708000000,9
1596711600000,1
1596715200000,53
1596718800000,43
1596722400000,35
1596726000000,97
1596729600000,28
1596733200000,67
1596736800000,15
1596740400000,62
1596744000000,1
1596747600000,86
1596751200000,18
1596754800000,84
1596758400000,20
1596762000000,39
1596765600000,72
1596769200000,28
1596772800000,46
1596776400000,17
1596780000000,2
1596783600000,31
1596787200000,47
1596790800000,2
1596794400000,45
1596798000000,21
1596801600000,79
1596805200000,6
1596808800000,30
1596812400000,69
1596816000000,24
1596819600000,17
1596823200000,69
1596826800000,32
1596830400000,35
1596834000000,38
1596837600000,78
1596841200000,66
1596844800000,99
1596848400000,17
1596852000000,64
1596855600000,70
1596859200000,63
1596862800000,83
1596866400000,98
1596870000000,3
1596873600000,26
1596877200000,28
1596880800000,48
1596884400000,72
1596888000000,72
1596891600000,6
1596895200000,95
1596898800000,3
1596902400000,88
1596906000000,98
1596909600000,50
1596913200000,85
1596916800000,24
1596920400000,93
1596924000000,62
1596927600000,3
1596931200000,33
1596934800000,60
1596938400000,44
1596942000000,57
1596945600000,68
1596949200000,40
1596952800000,98
1596956400000,9
1596960000000,95
1596963600000,92
1596967200000,34
1596970800000,55
1596974400000,62
1596978000000,70
1596981600000,13
1596985200000,2
1596988800000,94
1596992400000,80
1596996000000,20
1596999600000,60
1597003200000,1
1597006800000,54
1597010400000,44
1597014000000,24
1597017600000,22
1597021200000,7
1597024800000,84
1597028400000,72
1597032000000,83
1597035600000,20
1597039200000,49
1597042800000,79
1597046400000,33
1597050000000,73
1597053600000,96
1597057200000,88
1597060800000,59
1597064400000,31
1597068000000,6
1597071600000,70
1597075200000,87
1597078800000,77
1597082400000,74
1597086000000,14
1597089600000,24
1597093200000,2
1597096800000,97
1597100400000,42
1597104000000,19
1597107600000,92
1597111200000,31
1597114800000,18
1597118400000,47
1597122000000,25
1597125600000,88
1597129200000,29
1597132800000,29
1597136400000,98
1597140000000,52
1597143600000,74
1597147200000,74
1597150800000,48
1597154400000,94
1597158000000,48
1597161600000,25
1597165200000,4
1597168800000,39
1597172400000,35
1597176000000,71
1597179600000,93
1597183200000,51
1597186800000,33
1597190400000,81
1597194000000,1
1597197600000,83
1597201200000,77
1597204800000,61
1597208400000,89
1597212000000,16
1597215600000,25
1597219200000,96
1597222800000,57
1597226400000,69
1597230000000,100
1597233600000,9
1597237200000,25
1597240800000,75
1597244400000,35
1597248000000,55
1597251600000,11
1597255200000,67
1597258800000,9
1597262400000,37
1597266000000,74
1597269600000,93
1597273200000,92
1597276800000,52
1597280400000,42
1597284000000,80
1597287600000,31
1597291200000,14
1597294800000,59
1597298400000,3
1597302000000,61
1597305600000,73
1597309200000,36
1597312800000,62
1597316400000,14
1597320000000,71
1597323600000,25
1597327200000,84
1597330800000,56
1597334400000,82
1597338000000,97
1597341600000,44
1597345200000,76
1597348800000,31
1597352400000,46
1597356000000,18
1597359600000,17
1597363200000,23
1597366800000,53
1597370400000,94
1597374000000,79
1597377600000,42
1597381200000,25
1597384800000,96
1597388400000,82
1597392000000,69
1597395600000,64
1597399200000,28
1597402800000,54
1597406400000,63
1597410000000,99
1597413600000,46
1597417200000,57
1597420800000,67
1597424400000,5
1597428000000,59
1597431600000,93
1597435200000,11
1597438800000,82
1597442400000,72
1597446000000,37
1597449600000,78
1597453200000,25
1597456800000,1
1597460400000,7
1597464000000,64
1597467600000,98
1597471200000,80
1597474800000,80
1597478400000,44
1597482000000,64
1597485600000,52
1597489200000,87
1597492800000,94
1597496400000,91
1597500000000,55
1597503600000,57
1597507200000,62
1597510800000,92
1597514400000,41
1597518000000,39
1597521600000,22
1597525200000,34
1597528800000,70
1597532400000,4
1597536000000,43
1597539600000,44
1597543200000,45
1597546800000,7
1597550400000,59
1597554000000,11
1597557600000,15
1597561200000,28
1597564800000,1
1597568400000,77
1597572000000,11
1597575600000,15
1597579200000,67
1597582800000,17
1597586400000,92
1597590000000,20
1597593600000,95
1597597200000,32
1597600800000,84
1597604400000,9
1597608000000,36
1597611600000,60
1597615200000,87
1597618800000,99
1597622400000,71
1597626000000,11
1597629600000,66
1597633200000,19
1597636800000,7
1597640400000,30
1597644000000,31
1597647600000,72
1597651200000,35
1597654800000,68
1597658400000,8
1597662000000,78
1597665600000,49
1597669200000,26
1597672800000,2
1597676400000,94
1597680000000,14
1597683600000,28
1597687200000,70
1597690800000,63
1597694400000,15
1597698000000,26
1597701600000,56
1597705200000,60
1597708800000,74
1597712400000,62
1597716000000,27
1597719600000,25
1597723200000,78
1597726800000,88
1597730400000,1
1597734000000,28
1597737600000,74
1597741200000,43
1597744800000,57
1597748400000,40
1597752000000,93
1597755600000,6
1597759200000,71
1597762800000,36
1597766400000,81
1597770000000,30
1597773600000,37
1597777200000,27
1597780800000,66
1597784400000,36
1597788000000,48
1597791600000,76
1597795200000,11
1597798800000,66
1597802400000,56
1597806000000,4
1597809600000,26
1597813200000,72
1597816800000,59
1597820400000,63
1597824000000,26
1597827600000,58
1597831200000,56
1597834800000,72
1597838400000,27
1597842000000,40
1597845600000,16
