date,consumption
1598936400000,45
1598940000000,30
1598943600000,14
1598947200000,21
1598950800000,64
1598954400000,78
1598958000000,54
1598961600000,84
1598965200000,94
1598968800000,43
1598972400000,22
1598976000000,79
1598979600000,94
1598983200000,92
1598986800000,55
1598990400000,18
1598994000000,30
1598997600000,46
1599001200000,85
1599004800000,85
1599008400000,69
1599012000000,22
1599015600000,20
1599019200000,72
1599022800000,49
1599026400000,2
1599030000000,8
1599033600000,59
1599037200000,22
1599040800000,11
1599044400000,75
1599048000000,48
1599051600000,4
1599055200000,69
1599058800000,77
1599062400000,18
1599066000000,81
1599069600000,96
1599073200000,27
1599076800000,91
1599080400000,79
1599084000000,76
1599087600000,95
1599091200000,34
1599094800000,20
1599098400000,14
1599102000000,9
1599105600000,90
1599109200000,43
1599112800000,77
1599116400000,91
1599120000000,61
1599123600000,89
1599127200000,53
1599130800000,32
1599134400000,39
1599138000000,20
1599141600000,5
1599145200000,90
1599148800000,19
1599152400000,45
1599156000000,43
1599159600000,51
1599163200000,90
1599166800000,79
1599170400000,49
1599174000000,94
1599177600000,39
1599181200000,93
1599184800000,89
1599188400000,84
1599192000000,32
1599195600000,14
1599199200000,42
1599202800000,49
1599206400000,27
1599210000000,60
1599213600000,80
1599217200000,98
1599220800000,85
1599224400000,91
1599228000000,69
1599231600000,86
1599235200000,4
1599238800000,83
1599242400000,98
1599246000000,49
1599249600000,63
1599253200000,6
1599256800000,23
1599260400000,7
1599264000000,62
1599267600000,1
1599271200000,73
1599274800000,35
1599278400000,57
1599282000000,29
1599285600000,79
1599289200000,25
1599292800000,38
1599296400000,6
1599300000000,90
1599303600000,70
1599307200000,65
1599310800000,33
1599314400000,74
1599318000000,9
1599321600000,63
1599325200000,48
1599328800000,48
1599332400000,50
1599336000000,70
1599339600000,4
1599343200000,8
1599346800000,2
1599350400000,64
1599354000000,54
1599357600000,63
1599361200000,19
1599364800000,40
1599368400000,51
1599372000000,52
1599375600000,37
1599379200000,95
1599382800000,20
1599386400000,95
1599390000000,45
1599393600000,60
1599397200000,99
1599400800000,18
1599404400000,32
1599408000000,50
1599411600000,23
1599415200000,100
1599418800000,55
1599422400000,91
1599426000000,1
1599429600000,71
1599433200000,24
1599436800000,48
1599440400000,92
1599444000000,62
1599447600000,98
1599451200000,41
1599454800000,56
1599458400000,42
1599462000000,35
1599465600000,40
1599469200000,79
1599472800000,5
1599476400000,73
1599480000000,60
1599483600000,82
1599487200000,35
1599490800000,84
1599494400000,11
1599498000000,2
1599501600000,56
1599505200000,87
1599508800000,29
1599512400000,8
1599516000000,90
1599519600000,94
1599523200000,92
1599526800000,74
1599530400000,37
1599534000000,17
1599537600000,93
1599541200000,54
1599544800000,76
1599548400000,61
1599552000000,5
1599555600000,21
1599559200000,24
1599562800000,67
1599566400000,30
