date,consumption
1593579600000,63
1593583200000,76
1593586800000,9
1593590400000,83
1593594000000,11
1593597600000,81
1593601200000,15
1593604800000,66
1593608400000,43
1593612000000,74
1593615600000,31
1593619200000,56
1593622800000,96
1593626400000,42
1593630000000,84
1593633600000,17
1593637200000,81
1593640800000,44
1593644400000,43
1593648000000,15
1593651600000,21
1593655200000,34
1593658800000,78
1593662400000,66
1593666000000,58
1593669600000,62
1593673200000,45
1593676800000,31
1593680400000,25
1593684000000,32
1593687600000,7
1593691200000,89
1593694800000,2
1593698400000,22
1593702000000,25
1593705600000,72
1593709200000,22
1593712800000,47
1593716400000,53
1593720000000,86
1593723600000,90
1593727200000,58
1593730800000,90
1593734400000,60
1593738000000,67
1593741600000,19
1593745200000,62
1593748800000,79
1593752400000,39
1593756000000,100
1593759600000,65
1593763200000,82
1593766800000,78
1593770400000,94
1593774000000,92
1593777600000,97
1593781200000,76
1593784800000,88
1593788400000,63
1593792000000,1
1593795600000,36
1593799200000,96
1593802800000,54
1593806400000,48
1593810000000,73
1593813600000,92
1593817200000,3
1593820800000,52
1593824400000,17
1593828000000,63
1593831600000,20
1593835200000,57
1593838800000,29
1593842400000,69
1593846000000,47
1593849600000,54
1593853200000,81
1593856800000,35
1593860400000,45
1593864000000,13
1593867600000,16
1593871200000,93
1593874800000,94
1593878400000,13
1593882000000,48
1593885600000,73
1593889200000,35
1593892800000,80
1593896400000,71
1593900000000,84
1593903600000,87
1593907200000,18
1593910800000,84
1593914400000,39
1593918000000,92
1593921600000,40
1593925200000,95
1593928800000,6
1593932400000,17
1593936000000,77
1593939600000,53
1593943200000,50
1593946800000,22
1593950400000,58
1593954000000,86
1593957600000,93
1593961200000,99
1593964800000,72
1593968400000,46
1593972000000,77
1593975600000,40
1593979200000,93
1593982800000,78
1593986400000,66
1593990000000,41
1593993600000,47
1593997200000,83
1594000800000,36
1594004400000,50
1594008000000,8
1594011600000,27
1594015200000,13
1594018800000,19
1594022400000,67
1594026000000,67
1594029600000,86
1594033200000,9
1594036800000,72
1594040400000,18
1594044000000,27
1594047600000,2
1594051200000,33
1594054800000,12
1594058400000,43
1594062000000,77
1594065600000,63
1594069200000,49
1594072800000,76
1594076400000,5
1594080000000,39
1594083600000,100
1594087200000,82
1594090800000,36
1594094400000,60
1594098000000,43
1594101600000,30
1594105200000,9
1594108800000,64
1594112400000,42
1594116000000,88
1594119600000,46
1594123200000,66
1594126800000,10
1594130400000,70
1594134000000,19
1594137600000,43
1594141200000,50
1594144800000,17
1594148400000,61
1594152000000,19
1594155600000,12
1594159200000,95
1594162800000,91
1594166400000,33
1594170000000,99
1594173600000,39
1594177200000,61
1594180800000,91
1594184400000,9
1594188000000,23
1594191600000,16
1594195200000,77
1594198800000,78
1594202400000,34
1594206000000,76
1594209600000,39
1594213200000,20
1594216800000,7
1594220400000,55
1594224000000,85
1594227600000,31
1594231200000,3
1594234800000,40
1594238400000,78
1594242000000,80
1594245600000,72
1594249200000,89
1594252800000,12
1594256400000,46
1594260000000,42
1594263600000,54
1594267200000,73
1594270800000,85
1594274400000,36
1594278000000,96
1594281600000,39
1594285200000,93
1594288800000,47
1594292400000,38
1594296000000,98
1594299600000,38
1594303200000,4
1594306800000,60
1594310400000,95
