date,consumption
1604210400000,37
1604214000000,88
1604217600000,26
1604221200000,38
1604224800000,47
1604228400000,4
1604232000000,43
1604235600000,85
1604239200000,15
1604242800000,19
1604246400000,60
1604250000000,37
1604253600000,71
1604257200000,54
1604260800000,8
1604264400000,70
1604268000000,61
1604271600000,40
1604275200000,37
1604278800000,85
1604282400000,57
1604286000000,54
1604289600000,5
1604293200000,74
1604296800000,65
1604300400000,35
1604304000000,96
1604307600000,47
1604311200000,78
1604314800000,18
1604318400000,26
1604322000000,20
1604325600000,66
1604329200000,86
1604332800000,17
1604336400000,21
1604340000000,11
1604343600000,56
1604347200000,54
1604350800000,6
1604354400000,43
1604358000000,67
1604361600000,51
1604365200000,40
1604368800000,34
1604372400000,53
1604376000000,66
1604379600000,32
1604383200000,35
1604386800000,5
1604390400000,98
1604394000000,47
1604397600000,13
1604401200000,74
1604404800000,48
1604408400000,36
1604412000000,30
1604415600000,96
1604419200000,29
1604422800000,11
1604426400000,53
1604430000000,40
1604433600000,29
1604437200000,41
1604440800000,23
1604444400000,56
1604448000000,50
1604451600000,44
1604455200000,38
1604458800000,21
1604462400000,26
1604466000000,20
1604469600000,89
1604473200000,59
1604476800000,52
1604480400000,78
1604484000000,15
1604487600000,82
1604491200000,63
1604494800000,45
1604498400000,41
1604502000000,55
1604505600000,77
1604509200000,99
1604512800000,44
1604516400000,62
1604520000000,38
1604523600000,21
1604527200000,85
1604530800000,14
1604534400000,12
1604538000000,88
1604541600000,88
1604545200000,55
1604548800000,3
1604552400000,11
1604556000000,85
1604559600000,41
1604563200000,22
1604566800000,36
1604570400000,23
1604574000000,90
1604577600000,5
1604581200000,77
1604584800000,59
1604588400000,78
1604592000000,60
1604595600000,89
1604599200000,56
1604602800000,82
1604606400000,43
1604610000000,57
1604613600000,6
1604617200000,92
1604620800000,79
1604624400000,29
1604628000000,83
1604631600000,98
1604635200000,59
1604638800000,34
1604642400000,77
1604646000000,61
1604649600000,60
1604653200000,58
1604656800000,27
1604660400000,81
1604664000000,30
1604667600000,33
1604671200000,70
1604674800000,46
1604678400000,68
1604682000000,95
1604685600000,59
1604689200000,100
1604692800000,69
1604696400000,14
1604700000000,39
1604703600000,68
1604707200000,1
1604710800000,11
1604714400000,46
1604718000000,21
1604721600000,98
1604725200000,9
1604728800000,12
1604732400000,69
1604736000000,58
1604739600000,28
1604743200000,35
1604746800000,48
1604750400000,40
1604754000000,100
1604757600000,43
1604761200000,5
1604764800000,54
1604768400000,67
1604772000000,44
1604775600000,9
1604779200000,53
1604782800000,82
1604786400000,83
1604790000000,3
1604793600000,47
1604797200000,22
1604800800000,70
1604804400000,22
1604808000000,9
1604811600000,70
1604815200000,19
1604818800000,78
1604822400000,47
1604826000000,58
1604829600000,35
1604833200000,4
1604836800000,13
1604840400000,2
1604844000000,80
1604847600000,37
1604851200000,64
1604854800000,3
1604858400000,100
