date,consumption
1601528400000,94
1601532000000,95
1601535600000,58
1601539200000,69
1601542800000,83
1601546400000,40
1601550000000,33
1601553600000,5
1601557200000,89
1601560800000,35
1601564400000,38
1601568000000,43
1601571600000,83
1601575200000,65
1601578800000,95
1601582400000,33
1601586000000,62
1601589600000,60
1601593200000,32
1601596800000,10
1601600400000,50
1601604000000,70
1601607600000,57
1601611200000,73
1601614800000,34
1601618400000,53
1601622000000,37
1601625600000,85
1601629200000,7
1601632800000,64
1601636400000,30
1601640000000,36
1601643600000,58
1601647200000,38
1601650800000,85
1601654400000,84
1601658000000,59
1601661600000,22
1601665200000,83
1601668800000,61
1601672400000,19
1601676000000,97
1601679600000,9
1601683200000,90
1601686800000,92
1601690400000,45
1601694000000,27
1601697600000,79
1601701200000,77
1601704800000,50
1601708400000,10
1601712000000,17
1601715600000,40
1601719200000,17
1601722800000,64
1601726400000,2
1601730000000,57
1601733600000,52
1601737200000,22
1601740800000,41
1601744400000,38
1601748000000,79
1601751600000,56
1601755200000,7
1601758800000,48
1601762400000,49
1601766000000,57
1601769600000,93
1601773200000,64
1601776800000,90
1601780400000,2
1601784000000,56
1601787600000,9
1601791200000,57
1601794800000,94
1601798400000,48
1601802000000,15
1601805600000,23
1601809200000,32
1601812800000,70
1601816400000,9
1601820000000,25
1601823600000,77
1601827200000,54
1601830800000,33
1601834400000,88
1601838000000,1
1601841600000,20
1601845200000,60
1601848800000,80
1601852400000,54
1601856000000,82
1601859600000,24
1601863200000,64
1601866800000,67
1601870400000,15
1601874000000,74
1601877600000,57
1601881200000,15
1601884800000,96
1601888400000,1
1601892000000,47
1601895600000,63
1601899200000,41
1601902800000,85
1601906400000,11
1601910000000,74
1601913600000,8
1601917200000,88
1601920800000,6
1601924400000,15
1601928000000,90
1601931600000,38
1601935200000,27
1601938800000,26
1601942400000,26
1601946000000,53
1601949600000,45
1601953200000,78
1601956800000,29
1601960400000,83
1601964000000,29
1601967600000,65
1601971200000,49
1601974800000,93
1601978400000,83
1601982000000,54
1601985600000,57
1601989200000,99
1601992800000,49
1601996400000,28
1602000000000,59
1602003600000,61
1602007200000,25
1602010800000,31
1602014400000,81
1602018000000,86
1602021600000,65
1602025200000,79
1602028800000,2
1602032400000,69
1602036000000,98
1602039600000,71
1602043200000,82
1602046800000,39
1602050400000,61
1602054000000,5
1602057600000,71
1602061200000,17
1602064800000,79
1602068400000,86
1602072000000,22
1602075600000,28
1602079200000,57
1602082800000,55
1602086400000,65
1602090000000,6
1602093600000,43
1602097200000,20
1602100800000,4
1602104400000,71
1602108000000,89
1602111600000,43
1602115200000,91
1602118800000,30
1602122400000,70
1602126000000,95
1602129600000,46
1602133200000,85
1602136800000,24
1602140400000,83
1602144000000,59
1602147600000,62
1602151200000,68
1602154800000,38
1602158400000,75
1602162000000,94
1602165600000,38
1602169200000,23
1602172800000,99
1602176400000,26
1602180000000,6
1602183600000,9
1602187200000,85
1602190800000,20
1602194400000,38
1602198000000,11
1602201600000,86
1602205200000,76
1602208800000,69
1602212400000,81
1602216000000,77
1602219600000,26
1602223200000,72
1602226800000,62
1602230400000,93
1602234000000,63
1602237600000,88
1602241200000,34
1602244800000,30
1602248400000,57
1602252000000,18
1602255600000,16
1602259200000,90
1602262800000,64
1602266400000,29
1602270000000,3
1602273600000,21
1602277200000,3
1602280800000,76
1602284400000,1
1602288000000,69
1602291600000,95
1602295200000,16
1602298800000,1
1602302400000,5
1602306000000,97
1602309600000,66
1602313200000,34
1602316800000,78
1602320400000,52
1602324000000,45
1602327600000,9
1602331200000,32
1602334800000,68
1602338400000,52
1602342000000,17
1602345600000,79
1602349200000,26
1602352800000,21
1602356400000,99
1602360000000,24
1602363600000,52
1602367200000,44
1602370800000,12
1602374400000,91
1602378000000,26
1602381600000,16
1602385200000,60
1602388800000,37
1602392400000,80
1602396000000,98
1602399600000,87
1602403200000,96
1602406800000,12
1602410400000,100
1602414000000,55
1602417600000,52
1602421200000,10
1602424800000,75
1602428400000,8
1602432000000,84
1602435600000,57
1602439200000,3
1602442800000,97
1602446400000,30
1602450000000,67
1602453600000,72
1602457200000,26
1602460800000,89
1602464400000,92
1602468000000,7
1602471600000,15
1602475200000,97
1602478800000,76
1602482400000,78
1602486000000,60
1602489600000,5
1602493200000,1
1602496800000,39
1602500400000,57
1602504000000,87
1602507600000,24
1602511200000,37
1602514800000,51
1602518400000,95
1602522000000,41
1602525600000,9
1602529200000,37
1602532800000,3
1602536400000,95
1602540000000,65
1602543600000,18
1602547200000,37
1602550800000,8
1602554400000,2
1602558000000,89
1602561600000,94
1602565200000,22
1602568800000,79
1602572400000,89
1602576000000,26
1602579600000,20
1602583200000,27
1602586800000,42
1602590400000,66
1602594000000,65
1602597600000,77
1602601200000,59
1602604800000,33
1602608400000,53
1602612000000,38
1602615600000,63
1602619200000,40
1602622800000,57
1602626400000,50
1602630000000,77
1602633600000,92
1602637200000,33
1602640800000,34
1602644400000,15
1602648000000,68
1602651600000,75
1602655200000,76
1602658800000,24
1602662400000,64
1602666000000,44
1602669600000,31
1602673200000,53
1602676800000,41
1602680400000,38
1602684000000,90
1602687600000,40
1602691200000,72
1602694800000,18
1602698400000,94
1602702000000,42
1602705600000,25
1602709200000,100
1602712800000,4
1602716400000,73
1602720000000,62
1602723600000,40
1602727200000,56
1602730800000,67
1602734400000,39
1602738000000,84
1602741600000,66
1602745200000,39
1602748800000,10
1602752400000,9
1602756000000,55
1602759600000,44
1602763200000,78
1602766800000,38
1602770400000,52
1602774000000,76
1602777600000,35
1602781200000,20
1602784800000,84
1602788400000,25
1602792000000,62
1602795600000,91
1602799200000,36
1602802800000,25
1602806400000,20
1602810000000,17
1602813600000,75
1602817200000,51
1602820800000,30
1602824400000,14
1602828000000,14
1602831600000,8
1602835200000,49
1602838800000,59
1602842400000,20
1602846000000,50
1602849600000,79
1602853200000,13
1602856800000,93
1602860400000,60
1602864000000,80
1602867600000,27
1602871200000,6
1602874800000,28
1602878400000,93
1602882000000,42
1602885600000,56
1602889200000,71
1602892800000,3
1602896400000,41
1602900000000,96
1602903600000,23
1602907200000,69
1602910800000,1
1602914400000,3
1602918000000,49
1602921600000,2
1602925200000,100
1602928800000,79
1602932400000,68
1602936000000,70
1602939600000,21
1602943200000,22
1602946800000,71
1602950400000,21
1602954000000,41
1602957600000,59
1602961200000,44
1602964800000,22
1602968400000,71
1602972000000,53
1602975600000,33
1602979200000,20
1602982800000,89
1602986400000,47
1602990000000,21
1602993600000,66
1602997200000,68
1603000800000,71
1603004400000,98
