date,consumption
1598936400000,68
1598940000000,14
1598943600000,46
1598947200000,23
1598950800000,52
1598954400000,36
1598958000000,28
1598961600000,20
1598965200000,89
1598968800000,15
1598972400000,71
1598976000000,94
1598979600000,22
1598983200000,17
1598986800000,68
1598990400000,44
1598994000000,82
1598997600000,23
1599001200000,12
1599004800000,75
1599008400000,43
1599012000000,73
1599015600000,82
1599019200000,39
1599022800000,70
1599026400000,34
1599030000000,52
1599033600000,68
1599037200000,34
1599040800000,36
1599044400000,70
1599048000000,91
1599051600000,31
1599055200000,15
1599058800000,32
1599062400000,93
1599066000000,62
1599069600000,95
1599073200000,83
1599076800000,97
1599080400000,75
1599084000000,68
1599087600000,23
1599091200000,93
1599094800000,37
1599098400000,81
1599102000000,20
1599105600000,92
1599109200000,85
1599112800000,47
1599116400000,87
1599120000000,1
1599123600000,91
1599127200000,37
1599130800000,62
1599134400000,55
1599138000000,72
1599141600000,66
1599145200000,44
1599148800000,28
1599152400000,73
1599156000000,72
1599159600000,72
1599163200000,42
1599166800000,32
1599170400000,75
1599174000000,99
1599177600000,59
1599181200000,97
1599184800000,86
1599188400000,23
1599192000000,24
1599195600000,16
1599199200000,71
1599202800000,58
1599206400000,25
1599210000000,28
1599213600000,47
1599217200000,72
1599220800000,37
1599224400000,79
1599228000000,24
1599231600000,14
1599235200000,10
1599238800000,11
1599242400000,34
1599246000000,99
1599249600000,41
1599253200000,21
1599256800000,71
1599260400000,93
1599264000000,22
1599267600000,62
1599271200000,73
1599274800000,42
1599278400000,19
1599282000000,66
1599285600000,51
1599289200000,37
1599292800000,85
1599296400000,95
1599300000000,74
1599303600000,36
1599307200000,81
1599310800000,94
1599314400000,37
1599318000000,14
1599321600000,33
1599325200000,27
1599328800000,51
1599332400000,42
1599336000000,67
1599339600000,93
1599343200000,74
1599346800000,15
1599350400000,73
1599354000000,54
1599357600000,32
1599361200000,52
1599364800000,11
1599368400000,56
1599372000000,91
1599375600000,100
1599379200000,46
1599382800000,66
1599386400000,87
1599390000000,58
1599393600000,17
1599397200000,28
1599400800000,23
1599404400000,20
1599408000000,15
1599411600000,10
1599415200000,55
1599418800000,29
1599422400000,25
1599426000000,78
1599429600000,23
1599433200000,37
1599436800000,52
1599440400000,16
1599444000000,22
1599447600000,49
1599451200000,34
1599454800000,50
1599458400000,24
1599462000000,81
1599465600000,75
1599469200000,46
1599472800000,58
1599476400000,5
1599480000000,34
1599483600000,80
1599487200000,18
1599490800000,97
1599494400000,89
1599498000000,56
1599501600000,34
1599505200000,42
1599508800000,82
1599512400000,34
1599516000000,22
1599519600000,3
1599523200000,84
1599526800000,8
1599530400000,46
1599534000000,17
1599537600000,42
1599541200000,13
1599544800000,89
1599548400000,69
1599552000000,42
1599555600000,34
1599559200000,56
1599562800000,89
1599566400000,16
1599570000000,69
1599573600000,71
1599577200000,49
1599580800000,35
1599584400000,50
1599588000000,41
1599591600000,8
1599595200000,29
1599598800000,5
1599602400000,6
1599606000000,46
1599609600000,32
1599613200000,87
1599616800000,49
1599620400000,72
1599624000000,11
1599627600000,4
1599631200000,63
1599634800000,44
1599638400000,44
1599642000000,69
1599645600000,56
1599649200000,90
