date,consumption
1601528400000,44
1601532000000,23
1601535600000,93
1601539200000,44
1601542800000,33
1601546400000,50
1601550000000,35
1601553600000,90
1601557200000,66
1601560800000,67
1601564400000,12
1601568000000,96
1601571600000,36
1601575200000,34
1601578800000,61
1601582400000,69
1601586000000,57
1601589600000,22
1601593200000,10
1601596800000,95
1601600400000,27
1601604000000,89
1601607600000,11
1601611200000,28
1601614800000,60
1601618400000,53
1601622000000,26
1601625600000,22
1601629200000,8
1601632800000,21
1601636400000,28
1601640000000,77
1601643600000,35
1601647200000,71
1601650800000,31
1601654400000,4
1601658000000,92
1601661600000,18
1601665200000,2
1601668800000,100
1601672400000,75
1601676000000,59
1601679600000,17
1601683200000,29
1601686800000,33
1601690400000,68
1601694000000,46
1601697600000,6
1601701200000,7
1601704800000,91
1601708400000,78
1601712000000,84
1601715600000,39
1601719200000,62
1601722800000,91
1601726400000,88
1601730000000,92
1601733600000,88
1601737200000,29
1601740800000,43
1601744400000,49
1601748000000,8
1601751600000,93
1601755200000,80
1601758800000,74
1601762400000,61
1601766000000,91
1601769600000,86
1601773200000,64
1601776800000,96
1601780400000,99
1601784000000,54
1601787600000,14
1601791200000,67
1601794800000,85
1601798400000,21
1601802000000,35
1601805600000,43
1601809200000,81
1601812800000,84
1601816400000,75
1601820000000,42
1601823600000,18
1601827200000,26
1601830800000,86
1601834400000,77
1601838000000,68
1601841600000,56
1601845200000,1
1601848800000,97
1601852400000,59
1601856000000,75
1601859600000,30
1601863200000,53
1601866800000,34
1601870400000,23
1601874000000,92
1601877600000,11
1601881200000,68
1601884800000,8
1601888400000,14
1601892000000,62
1601895600000,58
1601899200000,88
1601902800000,26
1601906400000,41
1601910000000,45
1601913600000,76
1601917200000,28
1601920800000,20
1601924400000,75
1601928000000,56
1601931600000,81
1601935200000,31
1601938800000,61
1601942400000,97
1601946000000,95
1601949600000,57
1601953200000,55
1601956800000,95
1601960400000,76
1601964000000,41
1601967600000,100
1601971200000,90
1601974800000,48
1601978400000,71
1601982000000,70
1601985600000,86
1601989200000,72
1601992800000,72
1601996400000,53
1602000000000,11
1602003600000,65
1602007200000,76
1602010800000,86
1602014400000,47
1602018000000,88
1602021600000,83
1602025200000,27
1602028800000,74
1602032400000,90
1602036000000,72
1602039600000,6
1602043200000,93
1602046800000,69
1602050400000,26
1602054000000,84
1602057600000,9
1602061200000,94
1602064800000,1
1602068400000,41
1602072000000,90
1602075600000,71
1602079200000,70
1602082800000,65
1602086400000,81
1602090000000,13
1602093600000,73
1602097200000,1
1602100800000,3
1602104400000,92
1602108000000,23
1602111600000,15
1602115200000,28
1602118800000,62
1602122400000,43
1602126000000,25
1602129600000,83
1602133200000,74
1602136800000,89
1602140400000,17
1602144000000,40
1602147600000,8
1602151200000,1
1602154800000,39
1602158400000,47
1602162000000,93
1602165600000,60
1602169200000,80
1602172800000,79
1602176400000,79
1602180000000,70
1602183600000,37
1602187200000,54
1602190800000,51
1602194400000,78
1602198000000,62
1602201600000,56
1602205200000,7
1602208800000,92
1602212400000,5
1602216000000,47
1602219600000,62
1602223200000,54
1602226800000,66
1602230400000,63
1602234000000,61
1602237600000,22
1602241200000,62
1602244800000,96
1602248400000,69
1602252000000,62
1602255600000,76
1602259200000,77
1602262800000,90
1602266400000,73
1602270000000,47
1602273600000,51
1602277200000,46
1602280800000,14
1602284400000,90
1602288000000,3
1602291600000,100
1602295200000,40
1602298800000,29
1602302400000,72
1602306000000,81
1602309600000,69
1602313200000,72
1602316800000,35
1602320400000,15
1602324000000,53
1602327600000,38
1602331200000,33
1602334800000,60
1602338400000,49
1602342000000,2
1602345600000,56
1602349200000,62
1602352800000,38
1602356400000,58
1602360000000,11
1602363600000,19
1602367200000,42
