date,consumption
1604210400000,64
1604214000000,56
1604217600000,76
1604221200000,15
1604224800000,2
1604228400000,97
1604232000000,94
1604235600000,79
1604239200000,32
1604242800000,89
1604246400000,68
1604250000000,86
1604253600000,28
1604257200000,34
1604260800000,73
1604264400000,98
1604268000000,50
1604271600000,34
1604275200000,52
1604278800000,22
1604282400000,71
1604286000000,36
1604289600000,12
1604293200000,88
1604296800000,1
1604300400000,26
1604304000000,52
1604307600000,23
1604311200000,30
1604314800000,20
1604318400000,53
1604322000000,61
1604325600000,90
1604329200000,57
1604332800000,34
1604336400000,45
1604340000000,76
1604343600000,30
1604347200000,61
1604350800000,51
1604354400000,79
1604358000000,90
1604361600000,66
1604365200000,41
1604368800000,40
1604372400000,48
1604376000000,73
1604379600000,87
1604383200000,46
1604386800000,78
1604390400000,10
1604394000000,87
1604397600000,6
1604401200000,48
1604404800000,7
1604408400000,66
1604412000000,80
1604415600000,13
1604419200000,79
1604422800000,5
1604426400000,69
1604430000000,55
1604433600000,39
1604437200000,91
1604440800000,38
1604444400000,34
1604448000000,18
1604451600000,82
1604455200000,85
1604458800000,29
1604462400000,73
1604466000000,64
1604469600000,35
1604473200000,57
1604476800000,2
1604480400000,29
1604484000000,14
1604487600000,34
1604491200000,33
1604494800000,91
1604498400000,43
1604502000000,40
1604505600000,37
1604509200000,38
1604512800000,34
1604516400000,5
1604520000000,71
1604523600000,91
1604527200000,48
1604530800000,85
1604534400000,55
1604538000000,41
1604541600000,59
1604545200000,58
1604548800000,23
1604552400000,19
1604556000000,45
1604559600000,31
1604563200000,5
1604566800000,63
1604570400000,3
1604574000000,96
1604577600000,58
1604581200000,98
1604584800000,83
1604588400000,87
1604592000000,44
1604595600000,16
1604599200000,9
1604602800000,18
1604606400000,79
1604610000000,49
1604613600000,61
1604617200000,81
1604620800000,69
1604624400000,91
1604628000000,73
1604631600000,88
1604635200000,4
1604638800000,17
1604642400000,93
1604646000000,73
1604649600000,67
1604653200000,9
1604656800000,66
1604660400000,2
1604664000000,3
1604667600000,43
1604671200000,89
1604674800000,96
1604678400000,7
1604682000000,90
1604685600000,26
1604689200000,85
1604692800000,62
1604696400000,79
1604700000000,77
1604703600000,3
1604707200000,40
1604710800000,17
1604714400000,1
1604718000000,16
1604721600000,64
1604725200000,7
1604728800000,42
1604732400000,4
1604736000000,92
1604739600000,12
1604743200000,72
1604746800000,43
1604750400000,78
1604754000000,44
1604757600000,10
1604761200000,66
1604764800000,38
1604768400000,31
1604772000000,81
1604775600000,38
1604779200000,18
1604782800000,45
1604786400000,38
1604790000000,16
1604793600000,59
1604797200000,100
1604800800000,71
1604804400000,93
1604808000000,99
1604811600000,63
1604815200000,11
1604818800000,6
1604822400000,87
1604826000000,70
1604829600000,15
1604833200000,76
1604836800000,100
1604840400000,71
1604844000000,49
1604847600000,94
1604851200000,53
1604854800000,75
1604858400000,60
1604862000000,56
1604865600000,8
1604869200000,54
1604872800000,62
1604876400000,12
1604880000000,69
1604883600000,30
1604887200000,18
1604890800000,69
1604894400000,100
1604898000000,18
1604901600000,47
1604905200000,66
1604908800000,80
1604912400000,29
1604916000000,30
1604919600000,79
1604923200000,79
1604926800000,69
1604930400000,57
1604934000000,10
1604937600000,8
1604941200000,94
1604944800000,98
1604948400000,89
1604952000000,31
1604955600000,27
1604959200000,68
1604962800000,97
1604966400000,100
1604970000000,43
