date,consumption
1601528400000,25
1601532000000,5
1601535600000,96
1601539200000,39
1601542800000,47
1601546400000,85
1601550000000,49
1601553600000,92
1601557200000,94
1601560800000,78
1601564400000,67
1601568000000,57
1601571600000,54
1601575200000,41
1601578800000,5
1601582400000,82
1601586000000,52
1601589600000,96
1601593200000,57
1601596800000,61
1601600400000,82
1601604000000,84
1601607600000,35
1601611200000,77
1601614800000,100
1601618400000,66
1601622000000,50
1601625600000,42
1601629200000,8
1601632800000,64
1601636400000,84
1601640000000,54
1601643600000,56
1601647200000,35
1601650800000,2
1601654400000,28
1601658000000,90
1601661600000,33
1601665200000,52
1601668800000,5
1601672400000,50
1601676000000,41
1601679600000,44
1601683200000,8
1601686800000,76
1601690400000,44
1601694000000,95
1601697600000,90
1601701200000,32
1601704800000,74
1601708400000,97
1601712000000,48
1601715600000,9
1601719200000,84
1601722800000,32
1601726400000,95
1601730000000,82
1601733600000,79
1601737200000,56
1601740800000,100
1601744400000,8
1601748000000,95
1601751600000,37
1601755200000,37
1601758800000,58
1601762400000,5
1601766000000,26
1601769600000,3
1601773200000,86
1601776800000,74
1601780400000,58
1601784000000,39
1601787600000,62
1601791200000,65
1601794800000,60
1601798400000,26
1601802000000,37
1601805600000,88
1601809200000,64
1601812800000,93
1601816400000,30
1601820000000,72
1601823600000,1
1601827200000,29
1601830800000,52
1601834400000,43
1601838000000,65
1601841600000,18
1601845200000,18
1601848800000,49
1601852400000,14
1601856000000,32
1601859600000,59
1601863200000,25
1601866800000,24
1601870400000,40
1601874000000,39
1601877600000,67
1601881200000,17
1601884800000,51
1601888400000,62
1601892000000,91
1601895600000,99
1601899200000,4
1601902800000,34
1601906400000,40
1601910000000,66
1601913600000,66
1601917200000,57
1601920800000,23
1601924400000,65
1601928000000,3
1601931600000,96
1601935200000,100
1601938800000,93
1601942400000,18
1601946000000,28
1601949600000,42
1601953200000,53
1601956800000,83
1601960400000,98
1601964000000,1
1601967600000,70
1601971200000,38
1601974800000,26
1601978400000,89
1601982000000,72
1601985600000,89
1601989200000,71
1601992800000,19
1601996400000,97
1602000000000,91
1602003600000,82
1602007200000,40
1602010800000,8
1602014400000,99
1602018000000,60
1602021600000,60
1602025200000,13
1602028800000,74
1602032400000,16
1602036000000,34
1602039600000,4
1602043200000,20
1602046800000,47
1602050400000,91
1602054000000,71
1602057600000,46
1602061200000,38
1602064800000,38
1602068400000,82
1602072000000,96
1602075600000,87
1602079200000,70
1602082800000,71
1602086400000,69
1602090000000,40
1602093600000,3
1602097200000,4
1602100800000,39
1602104400000,22
1602108000000,33
1602111600000,37
1602115200000,48
1602118800000,17
1602122400000,62
1602126000000,24
1602129600000,42
1602133200000,53
1602136800000,31
1602140400000,76
1602144000000,68
1602147600000,51
1602151200000,26
1602154800000,2
1602158400000,49
1602162000000,54
1602165600000,81
1602169200000,20
1602172800000,73
1602176400000,84
1602180000000,87
1602183600000,77
1602187200000,2
1602190800000,93
1602194400000,43
1602198000000,79
1602201600000,39
1602205200000,35
1602208800000,29
1602212400000,17
1602216000000,11
1602219600000,81
1602223200000,14
1602226800000,8
1602230400000,44
1602234000000,15
1602237600000,81
1602241200000,90
1602244800000,52
1602248400000,49
1602252000000,77
1602255600000,42
1602259200000,50
1602262800000,51
1602266400000,58
1602270000000,37
1602273600000,40
1602277200000,69
1602280800000,5
1602284400000,78
1602288000000,24
1602291600000,70
1602295200000,58
1602298800000,95
1602302400000,86
1602306000000,30
1602309600000,48
1602313200000,31
1602316800000,91
1602320400000,14
1602324000000,59
1602327600000,84
1602331200000,2
1602334800000,29
1602338400000,74
1602342000000,65
1602345600000,100
1602349200000,39
1602352800000,26
1602356400000,66
1602360000000,48
1602363600000,7
1602367200000,83
1602370800000,85
1602374400000,78
1602378000000,7
1602381600000,51
1602385200000,21
1602388800000,58
1602392400000,37
1602396000000,5
1602399600000,17
1602403200000,33
1602406800000,66
1602410400000,49
1602414000000,89
1602417600000,6
1602421200000,71
1602424800000,100
1602428400000,41
1602432000000,63
1602435600000,66
1602439200000,33
1602442800000,86
1602446400000,42
1602450000000,74
1602453600000,2
1602457200000,73
1602460800000,35
1602464400000,23
1602468000000,11
1602471600000,41
1602475200000,27
1602478800000,90
1602482400000,36
1602486000000,77
1602489600000,53
1602493200000,31
1602496800000,92
1602500400000,51
1602504000000,37
1602507600000,95
1602511200000,90
1602514800000,83
1602518400000,51
1602522000000,55
1602525600000,81
1602529200000,16
1602532800000,97
1602536400000,69
1602540000000,25
1602543600000,64
1602547200000,86
1602550800000,44
1602554400000,26
1602558000000,26
1602561600000,65
1602565200000,58
1602568800000,14
1602572400000,26
1602576000000,52
1602579600000,75
1602583200000,57
1602586800000,10
1602590400000,82
1602594000000,64
1602597600000,97
1602601200000,58
1602604800000,69
1602608400000,14
1602612000000,28
1602615600000,10
1602619200000,32
1602622800000,48
1602626400000,94
1602630000000,10
1602633600000,46
1602637200000,94
1602640800000,53
1602644400000,45
1602648000000,83
1602651600000,99
1602655200000,42
1602658800000,73
1602662400000,29
1602666000000,51
1602669600000,95
1602673200000,71
1602676800000,12
1602680400000,51
1602684000000,36
1602687600000,72
1602691200000,2
1602694800000,15
1602698400000,33
1602702000000,65
1602705600000,63
1602709200000,82
1602712800000,94
1602716400000,42
1602720000000,57
1602723600000,31
1602727200000,81
1602730800000,64
1602734400000,84
1602738000000,84
1602741600000,85
1602745200000,39
1602748800000,31
1602752400000,61
1602756000000,43
1602759600000,84
1602763200000,33
1602766800000,4
1602770400000,21
1602774000000,11
1602777600000,38
1602781200000,54
1602784800000,53
1602788400000,49
1602792000000,12
1602795600000,35
1602799200000,50
1602802800000,56
1602806400000,93
1602810000000,62
1602813600000,62
1602817200000,28
1602820800000,8
1602824400000,75
1602828000000,68
1602831600000,83
1602835200000,6
1602838800000,89
1602842400000,51
1602846000000,57
1602849600000,73
1602853200000,15
1602856800000,82
1602860400000,72
1602864000000,91
1602867600000,74
1602871200000,37
1602874800000,21
1602878400000,52
1602882000000,39
1602885600000,80
1602889200000,41
1602892800000,80
1602896400000,100
1602900000000,50
1602903600000,97
1602907200000,35
1602910800000,7
1602914400000,16
1602918000000,56
1602921600000,82
1602925200000,24
1602928800000,73
1602932400000,41
1602936000000,78
1602939600000,8
1602943200000,50
1602946800000,23
1602950400000,96
1602954000000,3
1602957600000,3
1602961200000,13
1602964800000,19
1602968400000,30
1602972000000,95
1602975600000,57
1602979200000,26
1602982800000,4
1602986400000,9
1602990000000,63
1602993600000,88
1602997200000,29
1603000800000,47
1603004400000,60
1603008000000,40
1603011600000,60
1603015200000,17
1603018800000,98
