date,consumption
1598936400000,60
1598940000000,35
1598943600000,31
1598947200000,42
1598950800000,12
1598954400000,74
1598958000000,91
1598961600000,52
1598965200000,56
1598968800000,54
1598972400000,86
1598976000000,29
1598979600000,25
1598983200000,10
1598986800000,91
1598990400000,62
1598994000000,78
1598997600000,37
1599001200000,86
1599004800000,64
1599008400000,51
1599012000000,70
1599015600000,23
1599019200000,22
1599022800000,63
1599026400000,76
1599030000000,48
1599033600000,77
1599037200000,25
1599040800000,27
1599044400000,89
1599048000000,73
1599051600000,99
1599055200000,92
1599058800000,53
1599062400000,91
1599066000000,74
1599069600000,3
1599073200000,68
1599076800000,59
1599080400000,45
1599084000000,2
1599087600000,66
1599091200000,38
1599094800000,100
1599098400000,96
1599102000000,76
1599105600000,8
1599109200000,15
1599112800000,78
1599116400000,68
1599120000000,38
1599123600000,41
1599127200000,100
1599130800000,49
1599134400000,10
1599138000000,40
1599141600000,66
1599145200000,99
1599148800000,76
1599152400000,44
1599156000000,16
1599159600000,14
1599163200000,74
1599166800000,32
1599170400000,37
1599174000000,87
1599177600000,5
1599181200000,1
1599184800000,55
1599188400000,27
1599192000000,51
1599195600000,2
1599199200000,37
1599202800000,91
1599206400000,62
1599210000000,88
1599213600000,26
1599217200000,5
1599220800000,23
1599224400000,40
1599228000000,65
1599231600000,63
1599235200000,87
1599238800000,49
1599242400000,92
1599246000000,95
1599249600000,98
1599253200000,17
1599256800000,9
1599260400000,63
1599264000000,40
1599267600000,87
1599271200000,2
1599274800000,62
1599278400000,66
1599282000000,62
1599285600000,57
1599289200000,86
1599292800000,100
1599296400000,65
1599300000000,94
1599303600000,86
1599307200000,21
1599310800000,79
1599314400000,99
1599318000000,67
1599321600000,41
1599325200000,92
1599328800000,53
1599332400000,63
1599336000000,37
1599339600000,50
1599343200000,42
1599346800000,2
1599350400000,66
1599354000000,9
1599357600000,73
1599361200000,11
1599364800000,39
1599368400000,20
1599372000000,22
1599375600000,25
1599379200000,58
1599382800000,69
1599386400000,69
1599390000000,55
1599393600000,86
1599397200000,72
1599400800000,43
1599404400000,43
1599408000000,22
1599411600000,63
1599415200000,4
1599418800000,56
1599422400000,52
1599426000000,74
1599429600000,64
1599433200000,89
1599436800000,25
1599440400000,17
1599444000000,58
1599447600000,99
1599451200000,74
1599454800000,5
1599458400000,83
1599462000000,36
1599465600000,14
1599469200000,79
1599472800000,95
1599476400000,16
1599480000000,51
1599483600000,71
1599487200000,98
1599490800000,31
1599494400000,5
1599498000000,67
1599501600000,68
1599505200000,20
1599508800000,11
1599512400000,16
1599516000000,37
1599519600000,64
1599523200000,72
1599526800000,83
1599530400000,54
1599534000000,28
1599537600000,3
1599541200000,42
1599544800000,7
1599548400000,48
1599552000000,16
1599555600000,12
1599559200000,98
1599562800000,35
1599566400000,27
1599570000000,10
1599573600000,62
1599577200000,60
1599580800000,56
1599584400000,48
1599588000000,26
1599591600000,73
1599595200000,25
1599598800000,38
1599602400000,15
1599606000000,49
1599609600000,62
1599613200000,45
1599616800000,3
1599620400000,42
1599624000000,79
1599627600000,77
1599631200000,32
1599634800000,13
1599638400000,86
1599642000000,76
1599645600000,37
1599649200000,68
1599652800000,19
1599656400000,92
1599660000000,77
1599663600000,32
1599667200000,31
1599670800000,72
1599674400000,82
1599678000000,53
1599681600000,71
1599685200000,54
1599688800000,15
1599692400000,82
1599696000000,59
1599699600000,52
1599703200000,62
1599706800000,85
1599710400000,98
1599714000000,35
1599717600000,58
1599721200000,76
1599724800000,46
1599728400000,3
1599732000000,27
1599735600000,52
1599739200000,16
1599742800000,60
1599746400000,37
1599750000000,81
1599753600000,60
1599757200000,33
1599760800000,64
1599764400000,71
1599768000000,100
1599771600000,22
1599775200000,44
1599778800000,65
1599782400000,77
1599786000000,14
1599789600000,23
1599793200000,50
1599796800000,26
1599800400000,7
1599804000000,50
1599807600000,90
1599811200000,14
1599814800000,30
1599818400000,61
1599822000000,82
1599825600000,93
1599829200000,24
1599832800000,35
1599836400000,44
1599840000000,58
1599843600000,32
1599847200000,53
1599850800000,68
1599854400000,93
1599858000000,27
1599861600000,62
1599865200000,75
1599868800000,36
1599872400000,15
1599876000000,21
1599879600000,61
1599883200000,42
1599886800000,100
1599890400000,71
1599894000000,28
1599897600000,12
1599901200000,59
1599904800000,84
1599908400000,73
1599912000000,38
1599915600000,26
1599919200000,41
1599922800000,56
1599926400000,63
1599930000000,44
1599933600000,49
1599937200000,67
1599940800000,25
1599944400000,83
1599948000000,3
1599951600000,5
1599955200000,58
1599958800000,77
1599962400000,19
1599966000000,6
1599969600000,36
1599973200000,63
1599976800000,87
1599980400000,33
1599984000000,81
1599987600000,85
1599991200000,28
1599994800000,32
1599998400000,10
1600002000000,30
1600005600000,61
1600009200000,7
1600012800000,61
1600016400000,92
1600020000000,96
1600023600000,13
1600027200000,95
1600030800000,98
1600034400000,17
1600038000000,4
1600041600000,87
1600045200000,68
1600048800000,64
1600052400000,57
1600056000000,36
1600059600000,46
1600063200000,18
1600066800000,80
1600070400000,75
1600074000000,27
1600077600000,66
1600081200000,79
1600084800000,6
1600088400000,77
1600092000000,58
1600095600000,35
1600099200000,48
1600102800000,19
1600106400000,57
1600110000000,36
1600113600000,78
1600117200000,39
1600120800000,7
1600124400000,20
1600128000000,49
1600131600000,89
1600135200000,55
1600138800000,45
1600142400000,50
1600146000000,61
1600149600000,47
1600153200000,56
1600156800000,89
1600160400000,20
1600164000000,86
1600167600000,92
1600171200000,93
1600174800000,50
1600178400000,24
1600182000000,9
1600185600000,49
1600189200000,24
1600192800000,40
1600196400000,22
1600200000000,27
1600203600000,87
1600207200000,99
1600210800000,26
1600214400000,60
1600218000000,52
1600221600000,75
1600225200000,27
1600228800000,70
1600232400000,87
1600236000000,46
1600239600000,71
1600243200000,73
1600246800000,4
1600250400000,63
1600254000000,91
1600257600000,26
1600261200000,33
1600264800000,25
1600268400000,67
1600272000000,89
1600275600000,91
1600279200000,50
1600282800000,73
1600286400000,4
1600290000000,72
1600293600000,17
1600297200000,97
1600300800000,80
1600304400000,53
1600308000000,45
1600311600000,58
1600315200000,87
1600318800000,18
1600322400000,100
1600326000000,26
1600329600000,27
1600333200000,21
1600336800000,55
1600340400000,56
1600344000000,26
1600347600000,24
1600351200000,70
1600354800000,17
1600358400000,33
1600362000000,47
1600365600000,74
1600369200000,21
1600372800000,30
1600376400000,79
1600380000000,27
1600383600000,6
1600387200000,43
1600390800000,92
1600394400000,41
1600398000000,85
1600401600000,87
1600405200000,4
1600408800000,52
1600412400000,100
1600416000000,88
1600419600000,84
1600423200000,37
1600426800000,36
1600430400000,54
1600434000000,62
1600437600000,43
1600441200000,63
1600444800000,41
1600448400000,22
1600452000000,24
1600455600000,45
1600459200000,89
1600462800000,15
1600466400000,88
1600470000000,29
1600473600000,27
1600477200000,75
1600480800000,38
1600484400000,13
1600488000000,45
1600491600000,20
1600495200000,25
1600498800000,95
1600502400000,10
1600506000000,81
1600509600000,96
1600513200000,52
1600516800000,65
1600520400000,68
1600524000000,35
1600527600000,21
1600531200000,6
1600534800000,100
1600538400000,50
1600542000000,94
1600545600000,89
1600549200000,11
1600552800000,50
1600556400000,89
1600560000000,54
1600563600000,87
1600567200000,23
1600570800000,70
1600574400000,70
1600578000000,44
1600581600000,67
1600585200000,15
1600588800000,75
1600592400000,70
1600596000000,65
1600599600000,100
1600603200000,27
1600606800000,89
1600610400000,51
1600614000000,88
1600617600000,90
1600621200000,40
1600624800000,12
1600628400000,57
1600632000000,30
1600635600000,13
1600639200000,86
1600642800000,72
1600646400000,34
1600650000000,4
1600653600000,73
1600657200000,80
1600660800000,72
1600664400000,85
1600668000000,1
1600671600000,65
1600675200000,89
1600678800000,99
1600682400000,32
1600686000000,79
1600689600000,74
1600693200000,14
1600696800000,32
1600700400000,7
1600704000000,22
1600707600000,26
1600711200000,99
1600714800000,67
1600718400000,30
1600722000000,65
1600725600000,16
1600729200000,56
1600732800000,6
1600736400000,13
1600740000000,89
1600743600000,35
1600747200000,37
1600750800000,14
1600754400000,2
1600758000000,7
1600761600000,100
1600765200000,45
1600768800000,71
1600772400000,74
1600776000000,57
1600779600000,59
1600783200000,52
1600786800000,92
1600790400000,51
1600794000000,29
1600797600000,10
1600801200000,37
1600804800000,58
