date,consumption
1604210400000,45
1604214000000,89
1604217600000,60
1604221200000,55
1604224800000,96
1604228400000,56
1604232000000,99
1604235600000,57
1604239200000,35
1604242800000,47
1604246400000,30
1604250000000,63
1604253600000,84
1604257200000,76
1604260800000,57
1604264400000,88
1604268000000,15
1604271600000,33
1604275200000,2
1604278800000,27
1604282400000,90
1604286000000,8
1604289600000,60
1604293200000,9
1604296800000,61
1604300400000,36
1604304000000,70
1604307600000,23
1604311200000,12
1604314800000,43
1604318400000,54
1604322000000,55
1604325600000,19
1604329200000,5
1604332800000,29
1604336400000,13
1604340000000,58
1604343600000,33
1604347200000,8
1604350800000,1
1604354400000,90
1604358000000,67
1604361600000,86
1604365200000,100
1604368800000,100
1604372400000,12
1604376000000,45
1604379600000,51
1604383200000,94
1604386800000,23
1604390400000,83
1604394000000,2
1604397600000,88
1604401200000,59
1604404800000,84
1604408400000,41
1604412000000,16
1604415600000,26
1604419200000,21
1604422800000,43
1604426400000,77
1604430000000,25
1604433600000,78
1604437200000,64
1604440800000,1
1604444400000,70
1604448000000,17
1604451600000,92
1604455200000,33
1604458800000,80
1604462400000,96
1604466000000,82
1604469600000,44
1604473200000,92
1604476800000,36
1604480400000,91
1604484000000,74
1604487600000,88
1604491200000,99
1604494800000,17
1604498400000,81
1604502000000,18
1604505600000,94
1604509200000,41
1604512800000,33
1604516400000,29
1604520000000,72
1604523600000,10
1604527200000,95
1604530800000,45
1604534400000,28
1604538000000,52
1604541600000,91
1604545200000,73
1604548800000,92
1604552400000,5
1604556000000,86
1604559600000,79
1604563200000,29
1604566800000,54
1604570400000,65
1604574000000,40
1604577600000,81
1604581200000,33
1604584800000,21
1604588400000,3
1604592000000,59
1604595600000,78
1604599200000,61
1604602800000,12
1604606400000,2
1604610000000,50
1604613600000,21
1604617200000,10
1604620800000,1
1604624400000,6
1604628000000,7
1604631600000,60
1604635200000,87
1604638800000,28
1604642400000,68
1604646000000,48
1604649600000,93
1604653200000,14
1604656800000,3
1604660400000,9
1604664000000,22
